1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Ready?,name,Train Type,,Speed,,,Track Compatibility,,,,,,,Track Geometry,,,,,,,,Station Geometry,,,,,Train Consists,,,Car Specs,,,,Capacity,,Financials,,,,,,,UI Info,,Train Categories,,,,,,,,,
Ready,name,trainType,MainTrack,maxSpeed,maxAcceleration,maxDeceleration,Automation,Electrification,Voltage,TrackGauge,LoadingGauge,CompatibleTracks,ExtraTracks,maxLateralAcceleration,canCrossRoads,maxSlopePercentage,minTurnRadius,TrainGapFillerLength,StationGapFillerLength,parallelTrackSpacing,trackClearance,minStationTurnRadius,stopTimeSeconds,minStationLength,maxStationLength,maxSpeedLocalStation,minCars,maxCars,carsPerCarSet,capacityPerCar,carLength,trainWidth,carCost,MinCapacity,MaxCapacity,baseTrackCost,baseStationCost,scissorsCrossoverCost,Old,trainOperationalCostPerHour,carOperationalCostPerHour,Multipliers,desc,color,Manufacturer,Cities,Nation,Cont,Generic,Cities2,Nation2,Author,mainTrackID,trainType2
TRUE,Series 7000 (BCN),Metro,DC 1.2kV (GoA2 | CAT | BM),22.2,1.00,1.20,"GoA2, GoA1",catenary,Spanish Voltage,Standard,Barcelona Metro,"std_sv-2_cat_bm, std_sv-1_cat_bm",,1.00,FALSE,5.5,75,0.00,0.00,2.22,1.06,1600,35,100,100,14.0,5,5,5,170,17.80,2.71,1397399,850,850,42500,75000000,12750000,FALSE,475,47.5,3.63|1.61|0.81|0.30|0.78,The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The Series 8000 is a heavy metro variant built for the Barceolona Metro line that entered service in 2023. Acceleration is a guesstimate.,#3AA83E,Alstom,BCN,ES,Southern Europe,FALSE,Barcelona,Spain,DanielD1909,std_sv-2_cat_bm,Metro
TRUE,Series 8000 (BCN),Metro,Iberian DC 1.5kV (GoA2 | CAT | DC),22.2,1.00,1.20,"GoA2, GoA1",catenary,High Voltage DC,Iberian,"DC Metro, UIC / ERA Standard","ib_hv-2_cat_dc, ib_hv-1_cat_dc",,1.00,FALSE,5.5,75,0.00,0.00,2.57,1.23,1600,35,100,100,14.0,5,5,5,220,17.80,3.10,1397399,1100,1100,46750,75000000,12750000,FALSE,475,47.5,4.09|1.82|0.91|0.30|0.83,The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The Series 8000 is a heavy metro variant built for the Barceolona Metro's wide gauge line that entered service in 2023. Acceleration is a guesstimate.,#FF3041,Alstom,BCN,ES,Southern Europe,FALSE,Barcelona,Spain,DanielD1909,ib_hv-2_cat_dc,Metro
TRUE,Series 9000 (BCN),Metro,DC 1.5kV (GoA4 | CAT | BM),22.2,1.00,1.20,"GoA4, GoA3, GoA2, GoA1",catenary,"Spanish Voltage, High Voltage DC",Standard,Barcelona Metro,"std_hv-4_cat_bm, std_sv-2_cat_bm, std_sv-1_cat_bm, std_hv-2_cat_bm, std_hv-1_cat_bm",,1.00,FALSE,5.5,75,0.00,0.00,2.22,1.06,1500,32,100,100,18.0,5,5,5,192,17.22,2.71,1309255,960,960,48875,82500000,15937500,FALSE,400,40.0,3.63|1.61|0.81|0.30|0.78,The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The Series 9000 is a semi-autonomous heavy metro variant built for the Barceolona Metro that entered service in 2006.,#993C8C,Alstom,BCN,ES,Southern Europe,FALSE,Barcelona,Spain,DanielD1909,std_hv-4_cat_bm,Automated Metro
TRUE,M4 (AMS),LRT,DC 750V (GoA1 | CAT | MS),19.4,1.30,1.50,"GoA2, GoA1, GoA0","tr-under, catenary","Modern DC, Classical DC",Standard,Metro Standard,"std_cdc-0_cat_ms, std_mdc-0_cat_ms, std_cdc-1_cat_ms, std_mdc-1_cat_ms, std_mdc-2_cat_ms, std_mdc-1_tru_ms",,1.20,TRUE,8.0,50,0.00,0.00,2.12,1.01,1200,36,100,125,6.7,2,6,2,125,15.45,2.65,1300000,250,750,42500,63750000,12750000,TRUE,280,28.0,3.50|1.55|0.78|0.30|0.77,"The M4 is a tram and metro EMU built by CAF for the Amsterdam Metro in 2019. The original designation was S3 and they were built in 1996, but after being renovated they were renamed to M4 due to the significant changes, inclduing permanently extended steps for the wider loading gauge. Cost is an estimate.",#008D49,CAF,AMS,NL,Western Europe,FALSE,Amsterdam,Netherlands,DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,S200-HF (CGY),LRT,DC 750V (GoA1 | CAT | MS),22.4,0.95,1.32,"GoA1, GoA0",catenary,"Classical DC, Ukranian Voltage",Standard,Metro Standard,"std_cdc-0_cat_ms, std_cdc-1_cat_ms, std_mdc-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,400,36,100,110,6.7,3,9,3,67,8.60,2.65,2089649,201,603,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The S200 series are articulated high-floor light-rail vehicles built by Siemens that have been in service across North America since 2016. This specific model is based on the model used in Calgary since 2019. Capacity is artificially higher due to game processing requirements.,#C8102E,Siemens,CGY,CA,North America,FALSE,Calgary,Canada,DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,Tyne and Wear Metrocar,Metro,DC 1.5kV (GoA1 | CAT | MS),22.2,1.20,1.20,GoA1,catenary,High Voltage DC,Standard,Metro Standard,std_hv-1_cat_ms,,1.00,FALSE,5.5,50,0.00,0.00,2.12,1.01,1000,42,100,95,13.0,2,6,2,126,13.90,2.65,1500000,252,756,42500,63750000,12750000,TRUE,700,70.0,3.50|1.55|0.78|0.30|0.77,"The Tyne and Wear Metrocar is an EMU originally built by Metro-Cammel in the 1970s, entered serivce in 1980, and was later renovated by Wabtec in the 2010s. Cost is an estimate.",#FDB826,Metro-Cammel,NCL,UK,Europe,FALSE,Newcastle,United Kingdom,DanielD1909,std_hv-1_cat_ms,Metro
TRUE,IST M1,Metro,DC 600V (GoA1 | CAT | MS),22.2,1.00,1.00,GoA1,catenary,Classical DC,Standard,Metro Standard,std_cdc-1_cat_ms,,1.00,FALSE,5.5,125,0.00,0.00,2.12,1.01,2700,42,100,140,13.0,4,4,4,257,23.20,2.65,1000000,1028,1028,42500,63750000,12750000,TRUE,700,70.0,3.50|1.55|0.78|0.30|0.77,"The Istanbul Metro has a variety of nameless rolling stock. This is the light metro stock that entered service in 1988 on the M1, as made by ABB. Acceleration is a guesstimate. Cost is an estimate.",#E22014,ABB,IST,TR,West Asia,FALSE,Istanbul,Turkey,DanielD1909,std_cdc-1_cat_ms,Metro
TRUE,IST M11,Metro,DC 1.5kV (GoA4 | CAT | MS),33.3,1.23,1.34,"GoA4, GoA3",catenary,High Voltage DC,Standard,Metro Standard,std_hv-4_cat_ms,,1.00,FALSE,5.5,125,0.00,0.00,2.12,1.01,2400,32,100,100,18.0,4,4,4,286,22.04,2.65,1260227,1142,1142,48875,82500000,15937500,FALSE,400,40.0,3.50|1.55|0.78|0.30|0.77,"The Istanbul Metro has a variety of nameless rolling stock. This is the high speed heavy metro stock that entered service in 2023 on the M11, as made by CRRC. Acceleration and vehicle length are a guesstimate.",#AC5390,CRRC,IST,TR,West Asia,FALSE,Istanbul,Turkey,DanielD1909,std_hv-4_cat_ms,Automated Metro
TRUE,IST M12,Metro,DC 1.5kV (GoA4 | CAT | LSS),22.2,1.34,1.34,GoA4,catenary,High Voltage DC,Standard,"London S Stock, REM","std_hv-4_cat_rem, std_hv-4_cat_lss",,1.00,FALSE,5.5,100,0.00,0.00,2.37,1.13,2300,32,100,100,18.0,4,4,4,270,21.50,2.90,1053333,1081,1081,48875,82500000,15937500,FALSE,400,40.0,3.83|1.70|0.85|0.30|0.80,"The Istanbul Metro has a variety of nameless rolling stock. This is the automated metro stock that will enter service on the M12, as made by Hyundai Rotem. Acceleration and vehicle length are a guesstimate.",#C9D200,Hyundai,IST,TR,West Asia,FALSE,Istanbul,Turkey,DanielD1909,std_hv-4_cat_lss,Automated Metro
TRUE,MFAV,Metro,DC 600V (GoA1 | CAT | UN),16.7,1.00,1.00,GoA1,catenary,Classical DC,Standard,Ultra-Narrow,std_cdc-1_cat_un,,1.00,FALSE,5.5,200,0.00,0.00,1.87,0.88,4600,42,100,125,13.0,3,3,3,75,30.37,2.35,1000000,224,224,42500,63750000,12750000,TRUE,700,70.0,3.17|1.41|0.70|0.30|0.73,The MHAV is an electric vehicle built by Ganz-MAVAG and Ganz Electric for the Budapest Metro M1 that entered service in 1973. It honestly is closer to an LRT than most metro cars. Cost is an estimate.  ,#FFD800,Ganz,BUD,HU,Eastern Europe,FALSE,Budapest,Hungary,DanielD1909,std_cdc-1_cat_un,Metro
TRUE,AM4-M4,Metro,DC 750V (GoA4 | TRU | MW),19.4,1.13,1.13,GoA4,tr-under,Modern DC,Standard,"Barcelona Metro, Metro Wide, RER Narrow",std_mdc-4_tru_mw,,1.00,FALSE,5.5,100,0.00,0.00,2.27,1.08,2000,32,100,125,18.0,4,4,4,204,20.00,2.78,1427433,816,816,56925,82500000,18750000,FALSE,400,40.0,4.31|1.91|0.96|0.30|0.79,The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The AM4-M4 is an Automated Metro variant built for the Budapest Metro's M4 that entered service in 2014.,#48A842,Alstom,BUD,HU,Eastern Europe,FALSE,Budapest,Hungary,DanielD1909,std_mdc-4_tru_mw,Automated Metro
TRUE,Coradia LINT 27,Diesel Commuter,Diesel (GoA1 | NON | AAR),33.3,0.50,0.90,"GoA1, GoA0",none,None,Standard,"U.S. Passenger Standard, DC Metro, UIC / ERA Standard","std_cdc-1_tra_aar, std_cdc-1_tru_dc, std_non-1_non_aar, std_non-0_non_aar, std_mdc-1_tra_dc, std_iac-1_cat_aar, std_iac-0_cat_aar, std_pac-1_cat_aar, std_pac-0_cat_aar, std_nhac-1_cat_aar, std_nhac-0_cat_aar, std_hv-1_cat_aar, std_hv-0_cat_aar, std_mdc-1_tra_aar, std_cdc-1_tru_aar, std_mdc-1_tru_uic, std_mdc-0_tru_uic, std_iac-1_cat_uic, std_iac-0_cat_uic, std_ceac-1_cat_aar, std_ceac-0_cat_aar, std_sv-1_trs_aar, std_sv-0_trs_aar",,0.75,TRUE,1.0,175,0.05,0.00,2.52,1.21,1900,90,100,100,15.0,2,3,1,145,27.26,3.03,1472176,290,435,37500,63750000,7500000,FALSE,800,80.0,3.55|1.58|0.79|0.30|0.82,The Coradia LINT is a series of Diesel (and some Hydrogen) MUs built by Alstom since 1993 that are in usage across the world. The number roughly corresponds to vehicle length. Hydrogen LINTs are called iLINT. iLINT Cost is adjusted down by 2 million for balance.,#005132,Alstom,Generic,Generic,Generic,FALSE,Generic,Generic,DanielD1909,std_non-1_non_aar,Diesel Commuter
TRUE,M300 (HEL),Metro,Soviet DC 750V (GoA4 | TRU | LIRR),22.2,1.20,1.20,"GoA4, GoA3, GoA2, GoA1",tr-under,Modern DC,Soviet,LIRR / Metro North,"sov_mdc-4_tru_lirr, sov_mdc-2_tru_lirr, sov_mdc-1_tru_lirr",,1.00,FALSE,5.5,100,0.00,0.00,2.72,1.31,2400,32,100,150,18.0,4,4,4,144,22.06,3.20,1975169,576,576,62618,82500000,18750000,FALSE,400,40.0,4.99|2.22|1.11|0.30|0.85,The M300 is a metro EMU built for the Helsinki Metro by CAF that entered service in 2016. Acceleration is a guesstimate.,#C63100,CAF,HEL,FI,Northern Europe,FALSE,Helsinki,Finland,DanielD1909,sov_mdc-4_tru_lirr,Automated Metro
TRUE,GT6-70D/N,LRT,DC 750V (GoA1 | CAT | MS),22.2,1.06,1.60,"GoA1, GoA0",catenary,Modern DC,Standard,Metro Standard,"std_mdc-0_cat_ms, std_mdc-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,500,36,100,120,6.7,3,9,3,67,9.90,2.65,729043,201,603,42500,63750000,12750000,TRUE,280,28.0,3.50|1.55|0.78|0.30|0.77,The GT6-70D/N is an articulated LRV built by DUEWAG and Siemens based off of the 100C/2S for Karlsruhe that entered service in the late 90s/early 2000s. Capacity is artifically increased due to game limitations.,#A065AB,"Duewag,Alstom",FKB,DE,Central Europe,FALSE,Karlsruhe,Germany,DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,S700,LRT,DC 750V (GoA1 | CAT | MS),24.4,1.34,1.34,"GoA1, GoA0",catenary,"Classical DC, Modern DC, High Voltage DC, International AC",Standard,Metro Standard,"std_cdc-0_cat_ms, std_mdc-0_cat_ms, std_hv-0_cat_ms, std_iac-0_cat_ms, std_cdc-1_cat_ms, std_mdc-1_cat_ms, std_hv-1_cat_ms, std_iac-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,500,36,120,140,6.7,3,12,3,77,9.58,2.65,1456790,231,924,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The S700 series are articulated low-floor light-rail vehicles built by Siemens that have been in service across North America since 2004. This specific model is based on those recieved in 2020 by Metro Transit in Minnesota.,#008244,Siemens,"Generic, SEA, POR, SLC, HOU, MSP, PHX","Generic, US, US, US, US, US, US","Generic, North America, North America, North America, North America, North America, North America",TRUE,"Generic, Seattle, Portland (OR), Salt Lake City, Houston, Twin Cities (MN), Phoenix","Generic, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,S700-US,LRT,DC 600V (GoA1 | CAT | MS),24.6,1.34,1.34,"GoA1, GoA0",catenary,"Classical DC, Modern DC, High Voltage DC, International AC",Standard,Metro Standard,"std_cdc-0_cat_ms, std_mdc-0_cat_ms, std_hv-0_cat_ms, std_iac-0_cat_ms, std_cdc-1_cat_ms, std_mdc-1_cat_ms, std_hv-1_cat_ms, std_iac-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,300,36,120,110,6.7,3,12,3,75,8.27,2.65,1333333,225,900,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The S700 series are articulated low-floor light-rail vehicles built by Siemens that have been in service across North America since 2004. This specific model is based on the ultra-short model used in San Diego.,#EE2621,Siemens,SD,US,North America,FALSE,San Diego,United States of America,DanielD1909,std_cdc-1_cat_ms,LRT
TRUE,SEPTA BIV,Metro,DC 600V (GoA1 | TRU | DC),24.6,1.34,1.34,GoA1,tr-under,Classical DC,Standard,"DC Metro, UIC / ERA Standard",std_cdc-1_tru_dc,,1.00,FALSE,5.5,100,0.00,0.00,2.57,1.23,2100,42,120,125,13.0,2,5,1,160,20.57,3.09,1500000,320,800,49500,63750000,15000000,TRUE,700,70.0,4.76|2.12|1.06|0.30|0.83,The Kawasaki BIV Subway Car is an EMU used on the B line of the Philadelphia Subway. Many of these stats are estimates due to lack of data.,#F26100,Kawasaki,PHI,US,North America,FALSE,Philadelphia,United States of America,DanielD1909,std_cdc-1_tru_dc,Metro
TRUE,2024 Stock (LDN),Metro,DC 600V (GoA4 | FR | MS),27.5,1.40,1.40,"GoA4, GoA3, GoA2, GoA1",four-rail,Classical DC,Standard,Metro Standard,"std_cdc-4_fr_ms, std_cdc-3_fr_ms, std_cdc-2_fr_ms, std_cdc-1_fr_ms",,1.00,FALSE,5.5,50,0.00,0.00,2.12,1.01,800,32,120,150,18.0,9,9,9,133,12.63,2.65,2336034,1199,1199,66125,82500000,20625000,FALSE,400,40.0,4.73|2.10|1.05|0.30|0.77,"2024 Stock is a subway EMU built by Siemens as part of their Inspiro family. It will enter service around mid-2026 on the Picadilly Line, and potentially later the Central, Waterloo & City, and Bakerloo lines.",#1B3F94,Siemens,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_cdc-4_fr_ms,Automated Metro
TRUE,1972 Stock (LDN),Metro,DC 600V (GoA1 | FR | MS),20.0,1.30,1.15,GoA1,four-rail,Classical DC,Standard,Metro Standard,std_cdc-1_fr_ms,,1.00,FALSE,5.5,75,0.00,0.00,2.12,1.01,1300,42,120,150,13.0,7,7,7,122,16.22,2.64,1500000,851,851,57500,63750000,16500000,TRUE,700,70.0,4.73|2.10|1.05|0.30|0.77,"1972 Stock is a subway EMU built by Metro-Cammell for London's Deep Tube that entered service on the Bakerloo Line. They were refurbrished twice: in 1991 by Tickford, and in 2016 by Acton Works. Cost is an estimate.",#B05F0F,Metro-Cammell,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_cdc-1_fr_ms,Metro
TRUE,1973 Stock (LDN),Metro,DC 600V (GoA1 | FR | MS),20.0,1.30,1.15,GoA1,four-rail,Classical DC,Standard,Metro Standard,std_cdc-1_fr_ms,,1.00,FALSE,5.5,75,0.00,0.00,2.12,1.01,1600,42,120,150,13.0,3,6,3,114,17.80,2.63,1500000,342,684,57500,63750000,16500000,TRUE,700,70.0,4.73|2.10|1.05|0.30|0.77,1973 Stock is a subway EMU built by Metro-Cammell for London's Deep Tube that entered service on the Piccadilly Line. They were refurbrished in 1996 by Bombardier Prorail. Cost is an estimate.,#122B63,Metro-Cammell,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_cdc-1_fr_ms,Metro
TRUE,BR Class 378,Commuter,DC 600V (GoA1 | TRA | MW),33.6,0.65,1.00,"GoA1, GoA0","catenary, tr-above","International AC, Classical DC",Standard,"Metro Wide, RER Narrow","std_cdc-1_tra_rer, std_iac-1_cat_mw, std_iac-0_cat_mw, std_cdc-1_tra_mw, std_cdc-0_tra_mw, std_iac-0_cat_rer, std_iac-1_cat_rer",,0.80,TRUE,2.0,100,0.00,0.00,2.27,1.08,2000,90,120,120,15.0,5,5,5,205,20.00,2.80,2028986,1026,1026,50000,63750000,15000000,FALSE,600,60.0,4.35|1.93|0.97|0.30|0.79,The Capitalstar (BR 378) is a commuter rail EMU built by Bombardier for the London Overground that entered service in 2009. It either is third rail only or dual mode with overhead catenary. It is part of the Electrostar Family.,#F9A51B,Bombardier,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_cdc-1_tra_mw,Commuter
TRUE,BR Class 710,Commuter,AC 25-Grid (GoA1 | CAT | MW),33.6,0.90,1.00,"GoA1, GoA0","catenary, tr-above","International AC, Classical DC",Standard,"Barcelona Metro, Metro Wide, RER Narrow","std_cdc-1_tra_rer, std_iac-1_cat_mw, std_iac-0_cat_mw, std_cdc-1_tra_mw, std_cdc-0_tra_mw, std_iac-0_cat_rer, std_iac-1_cat_rer",,0.80,TRUE,2.0,100,0.00,0.00,2.27,1.08,2200,90,120,120,15.0,4,5,1,170,21.00,2.77,1903089,680,850,42500,63750000,12750000,FALSE,600,60.0,3.70|1.64|0.82|0.30|0.79,The Alstom Aventra is a family of EMUs in service in the UK since 2015. This model is the EMU labeled Class 710 as used on the London Overground,#566366,Alstom,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_iac-1_cat_mw,Commuter
TRUE,BR Class 360-2,Commuter,AC 25-Grid (GoA1 | CAT | MW),44.4,0.98,1.10,"GoA1, GoA0",catenary,International AC,Standard,"Metro Wide, RER Narrow","std_iac-1_cat_mw, std_iac-0_cat_mw, std_iac-0_cat_rer, std_iac-1_cat_rer",,0.80,TRUE,2.0,100,0.00,0.00,2.27,1.08,2200,90,120,125,15.0,5,5,5,109,20.85,2.80,1097936,545,545,42500,63750000,12750000,FALSE,600,60.0,3.70|1.64|0.82|0.30|0.79,The Siemens Desiro UK is a family of DMUs and EMUs in service in the UK and Thailand since 2003. This model is the EMU labeled Class 360-2.,#CFAB2A,Siemens,Generic,Generic,Generic,FALSE,Generic,Generic,DanielD1909,std_iac-1_cat_mw,Commuter
TRUE,BR Class 377,Commuter,DC 600V (GoA1 | TRA | MW),44.4,0.65,1.00,"GoA1, GoA0","catenary, tr-above","International AC, Classical DC",Standard,"Metro Wide, RER Narrow","std_cdc-1_tra_rer, std_iac-1_cat_mw, std_iac-0_cat_mw, std_cdc-1_tra_mw, std_cdc-0_tra_mw, std_iac-0_cat_rer, std_iac-1_cat_rer",,0.80,TRUE,2.0,100,0.00,0.00,2.27,1.08,2000,90,120,240,15.0,3,5,1,91,20.20,2.80,1976285,273,455,50000,63750000,15000000,FALSE,600,60.0,4.35|1.93|0.97|0.30|0.79,The Electrostar (BR 377) is a commuter rail EMU built by Bombardier for Southern and Southeastern that entered service in 2003. It is part of the Electrostar family.,#00FF77,Bombardier,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_cdc-1_tra_mw,Commuter
TRUE,BR Class 755,Dual-Mode Commuter,AC 25-Grid (GoA1 | CAT | MW),44.4,0.90,0.70,"GoA1, GoA0","catenary, none","International AC, None",Standard,"Barcelona Metro, Metro Wide, RER Narrow","std_iac-1_cat_mw, std_iac-0_cat_mw, std_non-1_non_mw, std_non-0_non_mw, std_iac-0_cat_rer, std_iac-1_cat_rer",,0.80,TRUE,1.5,200,0.05,0.00,2.27,1.08,2100,90,120,135,15.0,3,4,1,70,29.14,2.72,2126162,210,280,42500,63750000,12750000,FALSE,650,65.0,3.70|1.64|0.82|0.30|0.79,The Stadler FLIRT is a family of MUs in service around the world since 2004. This is the Bi-Mode MU classed as BR 755 'Basil' that is operated by Greater Anglia.,#D8E0FF,Stadler,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_iac-1_cat_mw,Dual-Mode Commuter
TRUE,Flexity Swift LF,LRT,DC 750V (GoA1 | CAT | MS),22.2,1.20,1.30,"GoA1, GoA0","catenary, tr-under","Classical DC, Modern DC, High Voltage DC",Standard,Metro Standard,"std_cdc-0_cat_ms, std_mdc-0_cat_ms, std_hv-0_cat_ms, std_cdc-1_cat_ms, std_mdc-1_cat_ms, std_hv-1_cat_ms, std_mdc-1_tru_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,500,36,120,130,6.7,3,12,3,69,9.67,2.65,1636569,207,828,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The Flexity Swift is a series of articulated tram/LRT/light metro vehicles produced by Bombardier/Alstom that have been in service for decades around the world. This is a genericized version of the low-floor models.,#76BC21,Bombardier,"Generic, LDN, IST","Generic, UK, TR","Generic, Europe, West Asia",TRUE,"Generic, London, Istanbul","Generic, United Kingdom, Turkey",DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,HK Series (BER),Metro,DC 750V (GoA1 | TRA | UN),16.7,1.00,1.20,GoA1,tr-above,Modern DC,Standard,"Berlin 2.3m, Ultra-Narrow","std_mdc-1_tra_ber, std_mdc-1_tra_un",,1.00,FALSE,5.5,50,0.05,0.00,1.87,0.88,400,42,120,125,13.0,4,8,4,78,12.90,2.30,1000000,313,626,50000,63750000,15000000,FALSE,500,50.0,3.72|1.66|0.83|0.30|0.73,The Series HK is a small-profile type of EMU used by the Berlin U-Bahn manufacturered by ADtranz/Bombardier from 2005-2006. Cost is an estimate.,#DA421E,ADtranz,BER,DE,Central Europe,FALSE,Berlin,Germany,DanielD1909,std_mdc-1_tra_un,Metro
TRUE,IK Series (BER),Metro,DC 750V (GoA1 | TRA | UN),19.4,1.00,1.20,GoA1,"tr-above, tr-under",Modern DC,Standard,"Ultra-Narrow, 2.45 m, Narrow, Metro Standard","std_mdc-1_tra_un, std_mdc-1_tru_ms",,1.00,FALSE,5.5,50,0.18,0.00,1.87,0.88,200,42,120,125,13.0,4,8,4,115,12.91,2.40,1857600,459,918,50000,63750000,15000000,FALSE,500,50.0,3.72|1.66|0.83|0.30|0.73,"The Series IK is a small-profile type of EMU used by the Berlin U-Bahn manufacturered by Stadler based off their Tango family. Using bridges, some variants can operate on large profile routes. They entered service in 2015.",#7E5330,Stadler,BER,DE,Central Europe,FALSE,Berlin,Germany,DanielD1909,std_mdc-1_tra_un,Metro
TRUE,JK Series (BER),Metro,DC 750V (GoA1 | TRA | UN),19.4,1.00,1.20,GoA1,tr-above,Modern DC,Standard,"Ultra-Narrow, 2.45 m",std_mdc-1_tra_un,,1.00,FALSE,5.5,50,0.00,0.00,1.87,0.88,800,42,120,125,13.0,4,8,2,106,12.91,2.40,2257336,423,845,50000,63750000,15000000,FALSE,500,50.0,3.72|1.66|0.83|0.30|0.73,The Series JK is a small-profile type of EMU used by the Berlin U-Bahn manufacturered by Stadler. They entered service in 2025.,#7DAD4C,Stadler,BER,DE,Central Europe,FALSE,Berlin,Germany,DanielD1909,std_mdc-1_tra_un,Metro
TRUE,H Series (BER),Metro,DC 750V (GoA1 | TRU | MS),19.4,1.00,1.20,GoA1,tr-under,Modern DC,Standard,Metro Standard,std_mdc-1_tru_ms,,1.00,FALSE,5.5,75,0.00,0.00,2.12,1.01,1400,42,120,150,13.0,6,6,6,173,16.46,2.65,1000000,1038,1038,49500,63750000,15000000,FALSE,500,50.0,4.07|1.81|0.90|0.30|0.77,The Series H is a large-profile type of EMU used by the Berlin U-Bahn manufacturered by ADtranz/Bombardier and ABB Henschel. They entered service in 1995. Cost is an estimate.,#8C6DAB,"ADtranz,ABB",BER,DE,Central Europe,FALSE,Berlin,Germany,DanielD1909,std_mdc-1_tru_ms,Metro
TRUE,AnsaldoBreda DM-L6,Metro,DC 1.5kV (GoA4 | CAT | RER),25.0,1.30,1.30,GoA4,"tr-under, tr-above, catenary","Modern DC, High Voltage DC",Standard,"RER Narrow, London S Stock","std_hv-4_cat_rer, std_hv-4_tru_rer, std_mdc-4_cat_rer, std_hv-4_cat_lss",,1.00,FALSE,5.5,75,0.00,0.00,2.32,1.11,1700,32,120,150,18.0,5,6,1,233,18.23,2.85,1780788,1165,1398,48875,82500000,15937500,FALSE,400,40.0,3.76|1.67|0.84|0.30|0.79,The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by Rome's Metro since 2014.,#008751,"AnsaldoBreda,Hitachi",ROM,IT,Southern Europe,FALSE,Rome,Italy,DanielD1909,std_hv-4_cat_rer,Automated Metro
TRUE,MR3V/MR6V (PAR),Metro,DC 1.5kV (GoA4 | CAT | MW),30.6,1.10,1.20,GoA4,catenary,High Voltage DC,Standard,"Metro Wide, RER Narrow","std_hv-4_cat_rer, std_hv-4_cat_mw",,1.00,FALSE,5.5,75,0.00,0.00,2.27,1.08,1600,32,120,125,18.0,3,6,3,167,18.00,2.80,1547752,501,1002,48875,82500000,15937500,FALSE,400,40.0,3.70|1.64|0.82|0.30|0.79,The MR3V/MR6V is an automated steel-wheeled subway EMU being developed by Alstom for the Paris Metro's future Lines 15-17 based on the Metropolis family. These three lines will built to more modern standards. Some numbers are guesstimated since this set is not out yet.,#B90845,Alstom,PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_hv-4_cat_mw,Automated Metro
TRUE,Series 213 (BCN),Metro,Metre DC 1.5kV (GoA1 | CAT | BM),25.0,1.05,0.70,"GoA1, GoA0",catenary,High Voltage DC,Metre,"Barcelona Metro, Metro Wide","m_hv-1_cat_bm, m_hv-0_cat_bm",,1.00,FALSE,5.5,75,0.00,0.00,2.22,1.06,1500,42,120,175,13.0,3,6,3,156,17.33,2.75,2236435,468,936,46750,63750000,12750000,FALSE,500,50.0,3.63|1.61|0.81|0.30|0.78,"The Series 112 is a metro EMU built by Alstom, CAF, and Bombardier which enterered service on the Barcelona Metro in 1999.",#E579AE,"Alstom,CAF,Bombardier",BCN,ES,Southern Europe,FALSE,Barcelona,Spain,DanielD1909,m_hv-1_cat_bm,Metro
